recID,Citation_Difference,Legacy_Count,Labs_Count
1306905,4.0,334,338
751512,4.0,43,47
944920,4.0,21,25
800636,4.0,4,8
875966,4.0,39,43
333440,4.0,450,454
551755,4.0,30,34
680805,4.0,80,84
644547,4.0,23,27
1192059,4.0,61,65
1192074,4.0,15,19
52279,4.0,38,42
52351,4.0,11,15
1115185,4.0,97,101
847552,4.0,355,359
1090057,4.0,141,145
1306294,4.0,55,59
507283,4.0,2,6
889315,4.0,7,11
551365,4.0,4,8
328404,4.0,7,11
786358,4.0,84,88
199282,4.0,36,40
470390,4.0,1034,1038
1289201,4.0,104,108
1306619,4.0,51,55
1268151,4.0,83,87
1267508,4.0,346,350
551366,4.0,25,29
849266,4.0,203,207
506967,4.0,75,79
644313,4.0,12,16
1289920,4.0,103,107
1115759,4.0,21,25
478407,4.0,13,17
787534,4.0,120,124
944757,4.0,238,242
1310889,4.0,1,5
33542,4.0,744,748
218198,4.0,68,72
532313,4.0,154,158
1124373,4.0,10,14
788356,4.0,272,276
1124598,4.0,32,36
492778,4.0,72,76
1126134,4.0,3,7
225981,4.0,38,42
1126136,4.0,127,131
25814,4.0,399,403
669049,4.0,27,31
226847,4.0,85,89
1082939,4.0,911,915
666573,4.0,78,82
879403,4.0,91,95
532532,4.0,22,26
668930,4.0,5,9
498121,4.0,18,22
765060,4.0,1426,1430
880002,4.0,430,434
1123268,4.0,2,6
1123367,4.0,50,54
1313607,4.0,6,10
223457,4.0,8,12
1281837,4.0,270,274
218778,4.0,3,7
1084989,4.0,37,41
300134,4.0,3,7
764288,4.0,84,88
532741,4.0,40,44
788736,4.0,70,74
225088,4.0,8,12
1285580,4.0,12,16
1126979,4.0,13,17
787571,4.0,9,13
854732,4.0,230,234
482099,4.0,9,13
317347,4.0,6,10
1081778,4.0,112,116
768965,4.0,18,22
1184114,4.0,55,59
23282,4.0,33,37
42585,4.0,7,11
481598,4.0,6,10
638216,4.0,41,45
638218,4.0,160,164
769346,4.0,151,155
884062,4.0,20,24
538212,4.0,1252,1256
502802,4.0,236,240
1184952,4.0,92,96
482100,4.0,2,6
1278024,4.0,19,23
212827,4.0,616,620
1128267,4.0,232,236
1086536,4.0,224,228
214612,4.0,9,13
666275,4.0,1053,1057
227714,4.0,953,957
214282,4.0,75,79
214135,4.0,12,16
1082456,4.0,95,99
788022,4.0,29,33
37928,4.0,85,89
1119059,4.0,233,237
1128453,4.0,16,20
1318484,4.0,209,213
792299,4.0,121,125
1278063,4.0,92,96
466974,4.0,239,243
497373,4.0,185,189
524887,4.0,33,37
1301856,4.0,226,230
1107658,4.0,61,65
69701,4.0,9,13
1298508,4.0,268,272
270151,4.0,1,5
180281,4.0,362,366
1091592,4.0,3,7
189487,4.0,58,62
1108144,4.0,130,134
59618,4.0,3,7
782200,4.0,15,19
253353,4.0,1071,1075
189845,4.0,287,291
556220,4.0,55,59
619171,4.0,2562,2566
1202658,4.0,37,41
179998,4.0,3,7
777865,4.0,372,376
1465584,4.0,1,5
1111141,4.0,52,56
864782,4.0,167,171
748198,4.0,73,77
1341307,4.0,24,28
554098,4.0,97,101
454815,4.0,2,6
1092728,4.0,39,43
454809,4.0,55,59
348088,4.0,22,26
67625,4.0,176,180
1299450,4.0,259,263
746066,4.0,2,6
892975,4.0,92,96
1198203,4.0,4,8
63560,4.0,7,11
867800,4.0,49,53
345063,4.0,95,99
62892,4.0,32,36
345052,4.0,32,36
5134,4.0,55,59
1202296,4.0,11,15
1260840,4.0,68,72
555235,4.0,21,25
864204,4.0,170,174
1340770,4.0,34,38
188717,4.0,993,997
263563,4.0,125,129
685829,4.0,390,394
1294937,4.0,222,226
454806,4.0,6,10
805747,4.0,168,172
340226,4.0,230,234
